uid,authors,pub_year,pub_month,title,summary
27353042,"Dyer O","2016","Jun","Trials of Zika vaccine are set to begin in North America.","Dyer O.Trials of Zika vaccine are set to begin in North America. BMJ. 2016 Jun 28; 353:i3588." 
27353759,"Byk LA, Iglesias NG, De Maio FA, Gebhard LG, Rossi M, Gamarnik AV","2016","Jun","Dengue Virus Genome Uncoating Requires Ubiquitination.","Byk LA, Iglesias NG, De Maio FA, Gebhard LG, Rossi M, Gamarnik AV.Dengue Virus Genome Uncoating Requires Ubiquitination. MBio. 2016 Jun 28; 7(3)" 
27353814,"Avelino-Silva VI, Martin JN","2016","Jun","Association between Guillain-Barré syndrome and Zika virus infection.","Avelino-Silva VI, Martin JN.Association between Guillain-Barré syndrome and Zika virus infection. Lancet. 2016 Jun 25; 387(10038):2599." 
27353815,"Bautista LE, Sethi AK","2016","Jun","Association between Guillain-Barré syndrome and Zika virus infection.","Bautista LE, Sethi AK.Association between Guillain-Barré syndrome and Zika virus infection. Lancet. 2016 Jun 25; 387(10038):2599-600." 
27353817,"Fontanet A, Cao-Lormeau VM, Dub T, Mallet HP, Ghawché F","2016","Jun","Association between Guillain-Barré syndrome and Zika virus infection - Authors' reply.","Fontanet A, Cao-Lormeau VM, Dub T, Mallet HP, Ghawché F.Association between Guillain-Barré syndrome and Zika virus infection - Authors' reply. Lancet. 2016 Jun 25; 387(10038):2600." 
27354440,"Faraji A, Unlu I","2016","Sep","The Eye of the Tiger, the Thrill of the Fight: Effective Larval and Adult Control Measures Against the Asian Tiger Mosquito, Aedes albopictus (Diptera: Culicidae), in North America.","Faraji A, Unlu I.The Eye of the Tiger, the Thrill of the Fight: Effective Larval and Adult Control Measures Against the Asian Tiger Mosquito, Aedes albopictus (Diptera: Culicidae), in North America. J Med Entomol. 2016 Sep; 53(5):1029-47." 
27354515,"Priyamvada L, Quicke KM, Hudson WH, Onlamoon N, Sewatanon J, Edupuganti S, Pattanapanyasat K, Chokephaibulkit K, Mulligan MJ, Wilson PC, Ahmed R, Suthar MS, Wrammert J","2016","Jul","Human antibody responses after dengue virus infection are highly cross-reactive to Zika virus.","Priyamvada L, Quicke KM, Hudson WH, Onlamoon N, Sewatanon J, Edupuganti S, Pattanapanyasat K, Chokephaibulkit K, Mulligan MJ, Wilson PC, Ahmed R, Suthar MS, Wrammert J.Human antibody responses after dengue virus infection are highly cross-reactive to Zika virus. Proc Natl Acad Sci U S A. 2016 Jul 12; 113(28):7852-7." 
27355409,"Petersen LR, Jamieson DJ, Honein MA","2016","Jul","Zika Virus.","Petersen LR, Jamieson DJ, Honein MA.Zika Virus. N Engl J Med. 2016 Jul 21; 375(3):294-5." 
27355410,"FitzSimmons J, Shah S","2016","Jun","Zika Virus.","FitzSimmons J, Shah S.Zika Virus. N Engl J Med. 2016 Jun 29; " 
27355411,"Kass DE, Merlino M","2016","Jul","Zika Virus.","Kass DE, Merlino M.Zika Virus. N Engl J Med. 2016 Jul 21; 375(3):294." 
27355468,"Lima-Camara TN","2016","Jun","Emerging arboviruses and public health challenges in Brazil.","Lima-Camara TN.Emerging arboviruses and public health challenges in Brazil. Rev Saude Publica. 2016 Jun 27; 50" 
27355570,"Larocca RA, Abbink P, Peron JP, Zanotto PM, Iampietro MJ, Badamchi-Zadeh A, Boyd M, Ng'ang'a D, Kirilova M, Nityanandam R, Mercado NB, Li Z, Moseley ET, Bricault CA, Borducchi EN, Giglio PB, Jetton D, Neubauer G, Nkolola JP, Maxfield LF, De La Barrera RA, Jarman RG, Eckels KH, Michael NL, Thomas SJ, Barouch DH","2016","Aug","Vaccine protection against Zika virus from Brazil.","Larocca RA, Abbink P, Peron JP, Zanotto PM, Iampietro MJ, Badamchi-Zadeh A, Boyd M, Ng'ang'a D, Kirilova M, Nityanandam R, Mercado NB, Li Z, Moseley ET, Bricault CA, Borducchi EN, Giglio PB, Jetton D, Neubauer G, Nkolola JP, Maxfield LF, De La Barrera RA, Jarman RG, Eckels KH, Michael NL, Thomas SJ, Barouch DH.Vaccine protection against Zika virus from Brazil. Nature. 2016 Aug 25; 536(7617):474-8." 
27356247,"Jennings LC, Mackenzie JS","2016","Apr","Zika virus threat.","Jennings LC, Mackenzie JS.Zika virus threat. N Z Med J. 2016 Apr 1; 129(1432):10-5." 
27357348,"Araujo AQ, Silva MT, Araujo AP","2016","Aug","Zika virus-associated neurological disorders: a review.","Araujo AQ, Silva MT, Araujo AP.Zika virus-associated neurological disorders: a review. Brain. 2016 Aug; 139(Pt 8):2122-30." 
27358939,"","2016","Feb","[Diagnosis and treatment of Zika virus disease (first edition in 2016)].","[Diagnosis and treatment of Zika virus disease (first edition in 2016)]. Zhonghua Wei Zhong Bing Ji Jiu Yi Xue. 2016 Feb; 28(2):97-8." 
27359297,"Shadgan B, Khodaee M","2016","Jul","Smart Clothing is the Best Protection Against Zika During Rio Olympic and Paralympic Games.","Shadgan B, Khodaee M.Smart Clothing is the Best Protection Against Zika During Rio Olympic and Paralympic Games. Clin J Sport Med. 2016 Jul; 26(4):345-6." 
27359317,"Kekulé A","2016","Jul","[How dangerous is the Zika virus?].","Kekulé A.[How dangerous is the Zika virus?]. Dtsch Med Wochenschr. 2016 Jul; 141(13):969-72." 
27363326,"Castro MC","2016","Jul-Aug","Zika virus and the 2016 Olympic Games - Evidence-based projections derived from dengue do not support cancellation.","Castro MC.Zika virus and the 2016 Olympic Games - Evidence-based projections derived from dengue do not support cancellation. Travel Med Infect Dis. 2016 Jul-Aug; 14(4):384-8." 
27364179,"Wiwanitkit V","2016","","Zika virus infection: what should we not forget?","Wiwanitkit V.Zika virus infection: what should we not forget? Int Marit Health. 2016; 67(2):125." 
27364784,"Hughes BW, Addanki KC, Sriskanda AN, McLean E, Bagasra O","2016","Aug","Infectivity of Immature Neurons to Zika Virus: A Link to Congenital Zika Syndrome.","Hughes BW, Addanki KC, Sriskanda AN, McLean E, Bagasra O.Infectivity of Immature Neurons to Zika Virus: A Link to Congenital Zika Syndrome. EBioMedicine. 2016 Aug; 10:65-70." 
27364879,"Wiwanitkit S, Wiwanitkit V","2016","Sep","Imported Thai patient with Zika virus to Taiwan: What else should be known and discussed?","Wiwanitkit S, Wiwanitkit V.Imported Thai patient with Zika virus to Taiwan: What else should be known and discussed? J Formos Med Assoc. 2016 Sep; 115(9):822." 
27364935,"Aliota MT, Peinado SA, Velez ID, Osorio JE","2016","Jul","The wMel strain of Wolbachia Reduces Transmission of Zika virus by Aedes aegypti.","Aliota MT, Peinado SA, Velez ID, Osorio JE.The wMel strain of Wolbachia Reduces Transmission of Zika virus by Aedes aegypti. Sci Rep. 2016 Jul 1; 6:28792." 
27365085,"Leibovitch EC, Jacobson S","2016","Jul","Vaccinations for Neuroinfectious Disease: A Global Health Priority.","Leibovitch EC, Jacobson S.Vaccinations for Neuroinfectious Disease: A Global Health Priority. Neurotherapeutics. 2016 Jul; 13(3):562-70." 
27366020,"Jang HC, Park WB, Kim UJ, Chun JY, Choi SJ, Choe PG, Jung SI, Jee Y, Kim NJ, Choi EH, Oh MD","2016","Jul","First Imported Case of Zika Virus Infection into Korea.","Jang HC, Park WB, Kim UJ, Chun JY, Choi SJ, Choe PG, Jung SI, Jee Y, Kim NJ, Choi EH, Oh MD.First Imported Case of Zika Virus Infection into Korea. J Korean Med Sci. 2016 Jul; 31(7):1173-7." 
27366289,"Pastula DM, Smith DE, Beckham JD, Tyler KL","2016","Jul","An Overview of Zika Virus Disease.","Pastula DM, Smith DE, Beckham JD, Tyler KL.An Overview of Zika Virus Disease. Neurohospitalist. 2016 Jul; 6(3):93-4." 
27366585,"Adalja A, Sell TK, McGinty M, Boddie C","2016","May","Genetically Modified (GM) Mosquito Use to Reduce Mosquito-Transmitted Disease in the US: A Community Opinion Survey.","Adalja A, Sell TK, McGinty M, Boddie C.Genetically Modified (GM) Mosquito Use to Reduce Mosquito-Transmitted Disease in the US: A Community Opinion Survey. PLoS Curr. 2016 May 25; 8" 
27366586,"Chowell G, Hincapie-Palacio D, Ospina J, Pell B, Tariq A, Dahal S, Moghadas S, Smirnova A, Simonsen L, Viboud C","2016","May","Using Phenomenological Models to Characterize Transmissibility and Forecast Patterns and Final Burden of Zika Epidemics.","Chowell G, Hincapie-Palacio D, Ospina J, Pell B, Tariq A, Dahal S, Moghadas S, Smirnova A, Simonsen L, Viboud C.Using Phenomenological Models to Characterize Transmissibility and Forecast Patterns and Final Burden of Zika Epidemics. PLoS Curr. 2016 May 31; 8" 
27366587,"Huff A, Allen T, Whiting K, Breit N, Arnold B","2016","Jun","FLIRT-ing with Zika: A Web Application to Predict the Movement of Infected Travelers Validated Against the Current Zika Virus Epidemic.","Huff A, Allen T, Whiting K, Breit N, Arnold B.FLIRT-ing with Zika: A Web Application to Predict the Movement of Infected Travelers Validated Against the Current Zika Virus Epidemic. PLoS Curr. 2016 Jun 10; 8" 
27366760,"Saxena SK, Elahi A, Gadugu S, Prasad AK","2016","Jun","Zika virus outbreak: an overview of the experimental therapeutics and treatment.","Saxena SK, Elahi A, Gadugu S, Prasad AK.Zika virus outbreak: an overview of the experimental therapeutics and treatment. Virusdisease. 2016 Jun; 27(2):111-5." 
27367003,"De Góes Cavalcanti LP, Tauil PL, Alencar CH, Oliveira W, Teixeira MM, Heukelbach J","2016","Jun","Zika virus infection, associated microcephaly, and low yellow fever vaccination coverage in Brazil: is there any causal link?","De Góes Cavalcanti LP, Tauil PL, Alencar CH, Oliveira W, Teixeira MM, Heukelbach J.Zika virus infection, associated microcephaly, and low yellow fever vaccination coverage in Brazil: is there any causal link? J Infect Dev Ctries. 2016 Jun 30; 10(6):563-6." 
27367331,"Aguilar-León P, Bazalar-Palacios S, Rodriguez-Leyth H","2016","Jun","The outbreak of Zika virus in the Americas: actions and challenges in Perù.","Aguilar-León P, Bazalar-Palacios S, Rodriguez-Leyth H.The outbreak of Zika virus in the Americas: actions and challenges in Perù. Infez Med. 2016 Jun 1; 24(2):172-3." 
27367466,"Müller JA, Harms M, Schubert A, Jansen S, Michel D, Mertens T, Schmidt-Chanasit J, Münch J","2016","Sep","Inactivation and Environmental Stability of Zika Virus.","Müller JA, Harms M, Schubert A, Jansen S, Michel D, Mertens T, Schmidt-Chanasit J, Münch J.Inactivation and Environmental Stability of Zika Virus. Emerg Infect Dis. 2016 Sep; 22(9):1685-7." 
27368092,"O'Connor DH, Osorio JE, Tanuri A, Kallas EG","2016","Jun","Forging Collaborative Relationships in Brazil: From AIDS to ZIKV.","O'Connor DH, Osorio JE, Tanuri A, Kallas EG.Forging Collaborative Relationships in Brazil: From AIDS to ZIKV. Cell. 2016 Jun 30; 166(1):2-4." 
27372395,"Martines RB, Bhatnagar J, de Oliveira Ramos AM, Davi HP, Iglezias SD, Kanamura CT, Keating MK, Hale G, Silva-Flannery L, Muehlenbachs A, Ritter J, Gary J, Rollin D, Goldsmith CS, Reagan-Steiner S, Ermias Y, Suzuki T, Luz KG, de Oliveira WK, Lanciotti R, Lambert A, Shieh WJ, Zaki SR","2016","Aug","Pathology of congenital Zika syndrome in Brazil: a case series.","Martines RB, Bhatnagar J, de Oliveira Ramos AM, Davi HP, Iglezias SD, Kanamura CT, Keating MK, Hale G, Silva-Flannery L, Muehlenbachs A, Ritter J, Gary J, Rollin D, Goldsmith CS, Reagan-Steiner S, Ermias Y, Suzuki T, Luz KG, de Oliveira WK, Lanciotti R, Lambert A, Shieh WJ, Zaki SR.Pathology of congenital Zika syndrome in Brazil: a case series. Lancet. 2016 Aug 27; 388(10047):898-904." 
27372396,"Heukelbach J, Werneck GL","2016","Aug","Surveillance of Zika virus infection and microcephaly in Brazil.","Heukelbach J, Werneck GL.Surveillance of Zika virus infection and microcephaly in Brazil. Lancet. 2016 Aug 27; 388(10047):846-7." 
27372398,"França GV, Schuler-Faccini L, Oliveira WK, Henriques CM, Carmo EH, Pedi VD, Nunes ML, Castro MC, Serruya S, Silveira MF, Barros FC, Victora CG","2016","Aug","Congenital Zika virus syndrome in Brazil: a case series of the first 1501 livebirths with complete investigation.","França GV, Schuler-Faccini L, Oliveira WK, Henriques CM, Carmo EH, Pedi VD, Nunes ML, Castro MC, Serruya S, Silveira MF, Barros FC, Victora CG.Congenital Zika virus syndrome in Brazil: a case series of the first 1501 livebirths with complete investigation. Lancet. 2016 Aug 27; 388(10047):891-7." 
27372399,"Roberts DJ, Frosch MP","2016","Aug","Zika and histopathology in first trimester infections.","Roberts DJ, Frosch MP.Zika and histopathology in first trimester infections. Lancet. 2016 Aug 27; 388(10047):847-9." 
27373766,"Wu D, Sun J, Zhong H, Guan D, Zhang H, Tan Q, Zhou H, Ning D, Ke C, Song T, Lin J, Zhang Y, Koopmans M, Gao GF","2016","Sep","A family cluster of imported ZIKV cases: Viremia period may be longer than previously reported.","Wu D, Sun J, Zhong H, Guan D, Zhang H, Tan Q, Zhou H, Ning D, Ke C, Song T, Lin J, Zhang Y, Koopmans M, Gao GF.A family cluster of imported ZIKV cases: Viremia period may be longer than previously reported. J Infect. 2016 Sep; 73(3):300-3." 
27377478,"Minassian ML","2016","Apr-Jun","[Zika virus: chronicle of an 'unexpected' pandemic].","Minassian ML.[Zika virus: chronicle of an unexpected' pandemic]. Rev Argent Microbiol. 2016 Apr-Jun; 48(2):97-9." 
27378033,"Diniz D","2016","Aug","Zika virus, women and ethics.","Diniz D.Zika virus, women and ethics. Dev World Bioeth. 2016 Aug; 16(2):62-3." 
27378370,"Zhang J, Jin X, Zhu Z, Huang L, Liang S, Xu Y, Liao R, Zhou L, Zhang Y, Wilder-Smith A","2016","May","Early detection of Zika virus infection among travellers from areas of ongoing transmission in China.","Zhang J, Jin X, Zhu Z, Huang L, Liang S, Xu Y, Liao R, Zhou L, Zhang Y, Wilder-Smith A.Early detection of Zika virus infection among travellers from areas of ongoing transmission in China. J Travel Med. 2016 May; 23(5)" 
27378764,"McCarthy M","2016","Jul","Obama presses Congress to agree to Zika funding.","McCarthy M.Obama presses Congress to agree to Zika funding. BMJ. 2016 Jul 4; 354:i3709." 
27378805,"Dain Gandelman Horovitz D, da Silva Pone MV, Moura Pone S, Dias Saad Salles TR, Bastos Boechat MC","2016","Jul","Cranial bone collapse in microcephalic infants prenatally exposed to Zika virus infection.","Dain Gandelman Horovitz D, da Silva Pone MV, Moura Pone S, Dias Saad Salles TR, Bastos Boechat MC.Cranial bone collapse in microcephalic infants prenatally exposed to Zika virus infection. Neurology. 2016 Jul 5; 87(1):118-9." 
27380423,"Simon RB, Carpenetti TL","2016","Aug","Zika virus: Facing a new threat.","Simon RB, Carpenetti TL.Zika virus: Facing a new threat. Nursing. 2016 Aug; 46(8):24-31." 
27381219,"Shi W, Zhang Z, Ling C, Carr MJ, Tong Y, Gao GF","2016","Jul","Increasing genetic diversity of Zika virus in the Latin American outbreak.","Shi W, Zhang Z, Ling C, Carr MJ, Tong Y, Gao GF.Increasing genetic diversity of Zika virus in the Latin American outbreak. Emerg Microbes Infect. 2016 Jul 6; 5:e68." 
27383459,"Galli B","2016","Jun","Where is the right to abortion? Comment on the documentary Zika, The Film.","Galli B.Where is the right to abortion? Comment on the documentary Zika, The Film. Cad Saude Publica. 2016 Jun 1; 32(6)" 
27383948,"","2016","Jul","Use Zika to renew focus on birth-defect research.","Use Zika to renew focus on birth-defect research. Nature. 2016 Jul 7; 535(7610):8." 
27383962,"Butler D","2016","Jul","Zika raises profile of more common birth-defect virus.","Butler D.Zika raises profile of more common birth-defect virus. Nature. 2016 Jul 7; 535(7610):17." 
27383987,"Marceau CD, Puschnik AS, Majzoub K, Ooi YS, Brewer SM, Fuchs G, Swaminathan K, Mata MA, Elias JE, Sarnow P, Carette JE","2016","Jul","Genetic dissection of Flaviviridae host factors through genome-scale CRISPR screens.","Marceau CD, Puschnik AS, Majzoub K, Ooi YS, Brewer SM, Fuchs G, Swaminathan K, Mata MA, Elias JE, Sarnow P, Carette JE.Genetic dissection of Flaviviridae host factors through genome-scale CRISPR screens. Nature. 2016 Jul 7; 535(7610):159-63." 
27383988,"Zhang R, Miner JJ, Gorman MJ, Rausch K, Ramage H, White JP, Zuiani A, Zhang P, Fernandez E, Zhang Q, Dowd KA, Pierson TC, Cherry S, Diamond MS","2016","Jul","A CRISPR screen defines a signal peptide processing pathway required by flaviviruses.","Zhang R, Miner JJ, Gorman MJ, Rausch K, Ramage H, White JP, Zuiani A, Zhang P, Fernandez E, Zhang Q, Dowd KA, Pierson TC, Cherry S, Diamond MS.A CRISPR screen defines a signal peptide processing pathway required by flaviviruses. Nature. 2016 Jul 7; 535(7610):164-8." 
27384574,"Miller A, Yeskey K, Garantziotis S, Arnesen S, Bennett A, O'Fallon L, Thompson C, Reinlib L, Masten S, Remington J, Love C, Ramsey S, Rosselli R, Galluzzo B, Lee J, Kwok R, Hughes J","2016","Jul","Integrating Health Research into Disaster Response: The New NIH Disaster Research Response Program.","Miller A, Yeskey K, Garantziotis S, Arnesen S, Bennett A, O'Fallon L, Thompson C, Reinlib L, Masten S, Remington J, Love C, Ramsey S, Rosselli R, Galluzzo B, Lee J, Kwok R, Hughes J.Integrating Health Research into Disaster Response: The New NIH Disaster Research Response Program. Int J Environ Res Public Health. 2016 Jul 4; 13(7)" 
27384803,"Visovsky C, McGhee S, Clochesy JM, Zambroski C","2016","Jul","Zika virus: emergency and aftercare of patients.","Visovsky C, McGhee S, Clochesy JM, Zambroski C.Zika virus: emergency and aftercare of patients. Emerg Nurse. 2016 Jul 6; 24(4):20-3." 
27384821,"Silva LR, Souza AM","2016","May-Jun","Zika virus: what do we know about the viral structure, mechanisms of transmission, and neurological outcomes?","Silva LR, Souza AM.Zika virus: what do we know about the viral structure, mechanisms of transmission, and neurological outcomes? Rev Soc Bras Med Trop. 2016 May-Jun; 49(3):267-73." 
27385228,"Storrs C","2016","Jul","As Zika Reaches US Shores, States And Cities Struggle To Respond.","Storrs C.As Zika Reaches US Shores, States And Cities Struggle To Respond. Health Aff (Millwood). 2016 Jul 1; 35(7):1156-9." 
27386894,"Lustig Y, Mendelson E, Paran N, Melamed S, Schwartz E","2016","Jun","Detection of Zika virus RNA in whole blood of imported Zika virus disease cases up to 2 months after symptom onset, Israel, December 2015 to April 2016.","Lustig Y, Mendelson E, Paran N, Melamed S, Schwartz E.Detection of Zika virus RNA in whole blood of imported Zika virus disease cases up to 2 months after symptom onset, Israel, December 2015 to April 2016. Euro Surveill. 2016 Jun 30; 21(26)" 
