pmcid,issn,pubtype,pubdate
28810265,0146-0404,Journal Article,2017/08/01
28811170,0168-1702,Journal Article,2017/08/12
28811345,2150-7511,Journal Article,2017/08/15
28813092,0004-282X,Journal Article,2017/08/01
28813216,0028-4793,Letter,2017/08/17
28814522,0022-538X,Journal Article,2017/10/13
28814523,0022-538X,Journal Article,2017/10/13
28815211,2379-5042,Journal Article,2017/07/26
28815404,1523-3847,Journal Article,2017/08/16
28815931,1757-7004,Journal Article,2017/11/01
28817610,1932-6203,Journal Article,2017/08/17
28818572,0166-3542,Journal Article,2017/10/01
28818921,0036-8075,Journal Article,2017/08/18
28819345,1373-1580,Journal Article,2017/06/01
28820372,1080-6040,Journal Article,2017/09/01
28820690,0002-9637,Journal Article,2017/08/07
28820694,0002-9637,Journal Article,2017/08/14
28821226,1471-2164,Journal Article,2017/08/18
28821561,2470-9468,Journal Article,2017/08/18
28823909,0001-706X,Journal Article,2017/12/01
28824594,1664-302X,Journal Article,2017/08/03
28825519,0022-0345,Journal Article,2017/09/01
28825520,0022-0345,Journal Article,2017/09/01
28826723,1934-5909,Journal Article,2017/09/07
28827581,2058-5276,Journal Article,2017/08/21
28829013,1935-7893,Journal Article,2017/08/22
28829235,2047-7724,Journal Article,2017/09/01
28829414,1940-087X,Journal Article,2017/08/14
28829735,0002-9637,Journal Article,2017/08/01
28829736,0002-9637,Journal Article,2017/08/01
28829857,0098-7484,Journal Article,2017/08/22
28830053,0048-9697,Journal Article,2018/01/01
28830111,0022-1899,Journal Article,2016/12/01
28830559,1742-4755,Published Erratum,2017/08/22
28831192,2222-1751,Journal Article,2017/08/23
28831630,1387-2176,Journal Article,2017/08/22
28832434,1078-4659,Journal Article,2017/11/01
28834009,1433-7851,Journal Article,2017/10/02
28834250,1755-375X,Journal Article,2017/08/22
28835479,0095-1137,Journal Article,2017/08/23
28835502,0022-538X,Journal Article,2017/08/23
28835547,1469-221X,Journal Article,2017/10/01
28835931,2469-2964,Journal Article,2017/01/01
28837029,1517-5693,Journal Article,2017/09/01
28838147,0022-1899,Journal Article,2017/07/15
28838638,1473-3099,Journal Article,2017/08/21
28838639,1473-3099,Journal Article,2017/08/21
28839081,0066-4804,Letter,2017/08/24
28839084,0066-4804,Journal Article,2017/08/24
28839316,0030-9982,Journal Article,2017/08/01
28840835,1148-5493,Journal Article,2017/06/01
28841899,1747-5341,Letter,2017/08/25
28842610,2045-2322,Journal Article,2017/08/25
28842988,0020-7292,Journal Article,2017/08/26
28844634,1473-3099,Journal Article,2017/08/22
28845357,2162-8254,Journal Article,2017/06/19
28846484,2164-5515,Journal Article,2017/08/28
28846489,0066-4219,Journal Article,2017/08/28
28849792,1097-6256,Journal Article,2017/08/29
28851097,0146-6615,Journal Article,2017/08/29
28851293,1471-2334,Journal Article,2017/08/29
28852261,0253-7176,Journal Article,2017/07/01
28852537,2053-9711,Journal Article,2016/09/16
28852878,0300-8584,Journal Article,2017/08/29
28852982,0944-1344,Journal Article,2017/08/29
28853349,0029-6570,Journal Article,2017/08/30
28854105,8756-971X,Journal Article,2017/09/01
28854106,8756-971X,Journal Article,2017/09/01
28854113,8756-971X,Journal Article,2017/09/01
28854116,8756-971X,Journal Article,2017/09/01
28854206,1935-2727,Journal Article,2017/08/30
28855386,1742-5689,Journal Article,2017/08/01
28855646,2045-2322,Journal Article,2017/08/30
28856072,2168-8184,Journal Article,2017/06/27
28857045,1025-496X,Journal Article,2017/08/24
28859049,0149-2195,Journal Article,2017/09/01
28859086,1935-2727,Editorial,2017/08/31
28859353,1058-4838,Journal Article,2017/08/15
28859534,2169-1401,Journal Article,2017/08/31
28860226,2044-6055,Journal Article,2017/08/31
28864425,0168-1702,Journal Article,2017/08/31
28865242,0956-5663,Journal Article,2017/08/24
28866135,1386-6532,Letter,2017/10/01
28867493,0168-1702,Journal Article,2017/09/01
28869076,1047-2797,Letter,2017/09/01
28869941,0300-5526,Journal Article,2017/01/01
28870338,1995-7645,Journal Article,2017/07/01
28870427,2468-7197,Journal Article,2017/09/01
28870816,0929-693X,Journal Article,2017/10/01
28872112,1940-087X,Journal Article,2017/08/19
28873445,1935-2727,Journal Article,2017/09/05
28874014,0022-2585,Journal Article,2017/09/01
28874392,0022-1007,Journal Article,2017/10/02
28874536,0027-8424,Journal Article,2017/09/19
28874759,2045-2322,Journal Article,2017/09/05
28875696,2373-8227,Journal Article,2017/10/13
28876240,2059-7983,Journal Article,2017/09/01
28876359,0074-0276,Journal Article,2017/09/04
28876425,0104-4230,Journal Article,2017/06/01
28877553,0148-639X,Journal Article,2017/09/06
28877637,0738-8551,Journal Article,2017/09/07
28877754,1756-0500,Journal Article,2017/09/06
28878071,0022-538X,Journal Article,2017/09/06
28878076,0022-538X,Journal Article,2017/09/06
28878742,1664-302X,Journal Article,2017/08/22
28878777,1664-3224,Journal Article,2017/08/23
28880298,0028-0836,Journal Article,2017/09/06
28880955,1553-7366,Journal Article,2017/09/07
28880974,2168-6165,Journal Article,2017/10/01
28880978,2168-6165,Journal Article,2017/10/01
28883959,2055-0936,Editorial,2016/08/29
28884445,1674-0769,Letter,2017/09/05
28886944,0264-410X,Journal Article,2017/10/13
28887877,2050-084X,Journal Article,2017/09/09
28889967,0163-4453,Letter,2017/09/07
28890894,2314-6133,Journal Article,2017/01/01
28890978,1359-7345,Journal Article,2017/10/03
28892442,0090-0036,Journal Article,2017/09/01
28892452,0090-0036,Journal Article,2017/09/01
28892501,1935-2727,Journal Article,2017/09/11
28893603,0166-3542,Journal Article,2017/10/01
28893652,0168-1702,Journal Article,2017/09/08
28894118,2045-2322,Journal Article,2017/09/11
28894473,1748-670X,Journal Article,2017/01/01
28898286,1932-6203,Journal Article,2017/09/12
28898891,1015-3837,Journal Article,2017/09/13
28899079,1460-2725,Journal Article,2017/08/01
28899653,0168-1702,Journal Article,2017/09/09
28900143,2045-2322,Journal Article,2017/09/12
28900215,2045-2322,Journal Article,2017/09/12
28900425,1664-302X,Published Erratum,2017/09/04
28900831,1536-1632,Journal Article,2017/09/12
28901598,0269-9702,Journal Article,2017/10/01
28903515,2048-7193,Journal Article,2017/09/01
28904181,0095-1137,Journal Article,2017/09/13
28910292,1935-2727,Journal Article,2017/09/14
28910635,1931-3128,Journal Article,2017/09/13
28912011,0166-3542,Journal Article,2017/10/01
28912110,1084-9521,Journal Article,2017/09/12
28913959,0269-3879,Journal Article,2017/09/15
28914749,0891-3668,Journal Article,2017/10/01
28916391,0734-9750,Journal Article,2017/09/12
28916522,0022-1767,Journal Article,2017/10/15
28916645,0022-1007,Journal Article,2017/10/02
28916719,2470-9468,Journal Article,2017/09/15
28918127,1386-6532,Journal Article,2017/09/09
28918772,0950-2688,Journal Article,2017/10/01
28919916,1735-1995,Journal Article,2017/07/28
28920574,1025-496X,Journal Article,2017/09/07
28921542,0041-1132,Journal Article,2017/09/16
28921551,0041-1132,Journal Article,2017/09/16
28922464,0146-6615,Journal Article,2017/09/18
28923507,0166-3542,Journal Article,2017/09/18
28926538,1529-2908,Journal Article,2017/09/19
28927437,1756-3305,Journal Article,2017/09/19
28927441,1756-3305,Journal Article,2017/09/19
28927458,1756-3305,Journal Article,2017/09/19
28927874,1517-8382,Journal Article,2017/08/30
28928377,2045-2322,Journal Article,2017/09/19
28928416,2222-1751,Journal Article,2017/09/20
28928720,1664-302X,Journal Article,2017/09/05
28929534,1052-9276,Journal Article,2017/09/20
28930015,1080-6040,Journal Article,2017/11/01
28930022,1080-6040,Journal Article,2017/10/01
28930027,1080-6040,Journal Article,2017/10/01
28930031,1080-6040,Journal Article,2017/10/01
28931226,0022-1899,Journal Article,2017/09/01
28931227,0022-1899,Journal Article,2017/09/01
28931684,0022-538X,Journal Article,2017/09/20
28932235,1678-9199,Journal Article,2017/09/15
28932709,2235-2988,Journal Article,2017/09/06
28932759,2331-8325,Journal Article,2014/07/20
28932814,2379-5042,Journal Article,2017/09/13
28933344,1025-496X,Journal Article,2017/09/14
28934211,1935-2727,Journal Article,2017/09/21
28934352,1932-6203,Journal Article,2017/09/21
28934370,1553-7366,Journal Article,2017/09/21
28934431,0022-1899,Journal Article,2017/09/15
28934970,1756-3305,Journal Article,2017/09/21
28937149,1759-4758,Journal Article,2017/09/22
28938115,0092-8674,Journal Article,2017/09/21
28939807,2041-1723,Journal Article,2017/09/22
28942054,0300-9084,Journal Article,2017/09/20
28942698,1476-7058,Journal Article,2017/10/11
28945244,1529-2908,Journal Article,2017/11/01
28945787,1932-6203,Evaluation Studies,2017/09/25
28945882,1759-6653,Journal Article,2017/09/01
28945945,2192-2640,Journal Article,2017/09/25
28946911,1478-4505,Journal Article,2017/09/25
28948916,1473-3099,Editorial,2017/10/01
28948917,1473-3099,Journal Article,2017/10/01
28950830,1471-2393,Journal Article,2017/09/26
28951247,1084-9521,Journal Article,2017/10/10
28951254,1055-7903,Journal Article,2017/09/22
28952036,1933-7213,Journal Article,2017/09/26
28953451,1080-6040,Journal Article,2017/12/15
28954062,0037-8682,Editorial,2017/07/01
28954064,0037-8682,Journal Article,2017/07/01
28954927,1946-6234,Journal Article,2017/09/27
28956541,1124-9390,Journal Article,2017/09/01
28956764,0022-538X,Journal Article,2017/09/27
28956768,0022-538X,Journal Article,2017/09/27
28957351,1932-6203,Journal Article,2017/09/28
28958396,0213-4853,Journal Article,2017/09/25
28959246,1664-302X,Journal Article,2017/09/14
28959511,2168-8184,Journal Article,2017/07/26
28959858,1000-3061,Journal Article,2017/01/25
28961800,1355-4786,Journal Article,2017/08/09
28968270,1541-2016,Journal Article,2017/09/29
28968305,0749-5161,Journal Article,2017/10/01
28968775,0022-2585,Journal Article,2017/09/06
28968838,0022-1899,Journal Article,2017/09/08
28968863,0022-1899,Journal Article,2017/08/24
28968892,0022-2585,Journal Article,2017/09/06
28968905,0022-1899,Journal Article,2017/09/02
28969937,0213-005X,Letter,2017/09/29
28970482,2058-5276,Journal Article,2017/10/02
28971967,0036-8075,Journal Article,2017/09/28
28972551,1999-4915,Journal Article,2017/10/03
28973011,1932-6203,Journal Article,2017/10/03
28973235,0098-7484,Journal Article,2017/10/03
28973490,1536-2442,Journal Article,2017/07/01
28975230,2168-6165,Journal Article,2017/09/21
28975470,1523-3847,Journal Article,2017/10/03
28975876,1832-4274,Journal Article,2017/10/01
28976850,0028-4793,Journal Article,2017/10/04
28976853,0028-4793,Letter,2017/10/05
28977007,1932-6203,Journal Article,2017/10/04
28978707,0022-538X,Journal Article,2017/10/04
28978754,1946-6234,Journal Article,2017/10/04
28980148,0934-9723,Journal Article,2017/10/05
28980717,0146-6615,Journal Article,2017/10/05
28981650,0022-2585,Journal Article,2017/08/01
28981691,0022-2585,Journal Article,2017/07/25
28982551,0166-3542,Journal Article,2017/10/02
28982578,0001-706X,Journal Article,2017/10/02
28983567,2168-6181,Journal Article,2017/10/05
28984642,0951-7375,Journal Article,2017/10/03
28985234,1935-2727,Journal Article,2017/10/06
28985318,1084-2020,Journal Article,2017/08/28
28986822,1064-3745,Journal Article,2018/01/01
28986827,1064-3745,Journal Article,2018/01/01
28988109,0006-291X,Journal Article,2017/12/02
28988896,0163-4453,Letter,2017/10/05
28989510,1757-1774,Journal Article,2017/03/01
28991164,1422-0067,Journal Article,2017/10/07
28991697,0022-510X,Journal Article,2017/10/15
28991902,1935-2727,Journal Article,2017/10/09
28993172,1876-0341,Journal Article,2017/10/06
28993398,0950-1991,Journal Article,2017/10/09
28994790,1940-087X,Journal Article,2017/09/19
29017246,1058-4838,Journal Article,2017/10/15
29017275,1058-4838,Journal Article,2017/09/01
29017606,1756-3305,Journal Article,2017/10/10
29017720,0031-3025,Journal Article,2017/10/07
29018252,2222-1751,Journal Article,2017/10/11
29018589,2165-8218,Journal Article,2017/10/01
29019746,0271-5333,Journal Article,2017/10/01
29019762,0271-5333,Journal Article,2017/10/01
29020159,1058-4838,Journal Article,2017/07/29
29020226,1058-4838,Journal Article,2017/08/17
29020245,1058-4838,Journal Article,2017/10/16
29020636,2211-1247,Journal Article,2017/10/10
29020917,1471-2164,Journal Article,2017/10/11
29022864,0022-1317,Journal Article,2017/10/12
29022904,2041-4889,Journal Article,2017/10/12
29024445,1864-063X,Journal Article,2017/10/10
29024641,1931-3128,Journal Article,2017/10/11
29026637,2054-958X,Journal Article,2017/10/03
29026802,2251-6085,Journal Article,2017/09/01
29027743,0307-6938,Journal Article,2017/10/13
29027940,2076-0817,Journal Article,2017/10/13
29028178,0882-8245,Journal Article,2017/10/13
29029153,0022-2585,Journal Article,2017/09/21
29030170,1198-743X,Journal Article,2017/10/10
29030308,1742-7061,Journal Article,2017/10/10
29030319,0006-3002,Journal Article,2017/10/10
29030384,0959-8138,Journal Article,2017/10/13
29031848,0140-6736,Journal Article,2017/10/11
29033368,2352-3964,Journal Article,2017/10/06
29033372,2352-3964,Journal Article,2017/10/01
29035317,1661-7827,Journal Article,2017/10/16
29036392,2048-7193,Journal Article,2017/09/25
29036922,1999-4915,Journal Article,2017/10/14
29037541,1028-4559,Journal Article,2017/10/01
29037898,1568-9972,Journal Article,2017/10/13
29037966,1701-2163,Letter,2017/10/13
29037967,1701-2163,Letter,2017/10/13
29037978,1477-8939,Journal Article,2017/10/14
29038290,0959-8138,Editorial,2017/10/16
29038510,2045-2322,Journal Article,2017/10/16
29039229,0895-8378,Journal Article,2017/07/01
29039731,0022-1317,Journal Article,2017/10/17
29040304,1935-2727,Journal Article,2017/10/17
29041992,1935-7893,Journal Article,2017/10/18
29042714,0976-237X,Editorial,2017/07/01
29043960,1025-496X,Journal Article,2017/10/01
29044149,2045-2322,Journal Article,2017/10/18
29044194,2222-1751,Journal Article,2017/10/18
29044195,2222-1751,Journal Article,2017/10/18
29045206,0028-4793,Journal Article,2017/10/19
29048276,1080-6040,Journal Article,2017/11/01
29048289,1080-6040,Journal Article,2017/11/01
29048293,1080-6040,Journal Article,2017/11/01
29048558,0964-6906,Journal Article,2017/10/17
29049277,0149-2195,Journal Article,2017/10/20
29049592,0098-7484,Journal Article,2017/10/10
29049645,0098-7484,Journal Article,2017/10/17
29050846,0031-3025,Journal Article,2017/10/16
29051080,0166-3542,Journal Article,2017/10/16
29051839,2094-7321,Journal Article,2017/09/29
29052242,0042-9007,Journal Article,2017/10/19
29053013,2047-4873,Journal Article,2017/01/01
29053990,1386-6532,Journal Article,2017/10/13
29056425,0264-410X,Journal Article,2017/10/19
29057920,2045-2322,Journal Article,2017/10/20
29058107,1674-7305,Journal Article,2017/10/19
29058664,1080-6040,Journal Article,2018/01/15
29060089,1557-170X,Journal Article,2017/07/01
29062360,1680-6905,Journal Article,2017/06/01
29063232,1068-9583,Journal Article,2017/10/23
29063515,1355-0284,Journal Article,2017/10/23
29064083,0920-654X,Journal Article,2017/10/24
